Bruinbase> Bruinbase> Bruinbase> { key: 2, pid: 1277 | 3 } 
{ key: 967, pid: 920 | 6 } 
{ key: 968, pid: 403 | 0 } 
{ key: 969, pid: 895 | 7 } 
{ key: 970, pid: 1033 | 8 } 
{ key: 971, pid: 1296 | 4 } 
{ key: 973, pid: 469 | 3 } 
{ key: 976, pid: 711 | 5 } 
{ key: 977, pid: 178 | 3 } 
{ key: 978, pid: 146 | 6 } 
{ key: 980, pid: 685 | 7 } 
{ key: 982, pid: 1328 | 8 } 
{ key: 984, pid: 502 | 4 } 
{ key: 985, pid: 90 | 8 } 
{ key: 986, pid: 655 | 4 } 
{ key: 987, pid: 635 | 1 } 
{ key: 989, pid: 882 | 1 } 
{ key: 991, pid: 261 | 7 } 
{ key: 992, pid: 585 | 4 } 
{ key: 993, pid: 528 | 2 } 
{ key: 995, pid: 692 | 3 } 
{ key: 996, pid: 1111 | 5 } 
{ key: 998, pid: 558 | 8 } 
{ key: 1000, pid: 1056 | 2 } 
{ key: 1002, pid: 254 | 7 } 
{ key: 1003, pid: 899 | 3 } 
{ key: 1004, pid: 1009 | 8 } 
{ key: 1008, pid: 678 | 3 } 
{ key: 1010, pid: 137 | 4 } 
{ key: 1012, pid: 352 | 3 } 
{ key: 1013, pid: 473 | 3 } 
{ key: 1014, pid: 326 | 6 } 
{ key: 1015, pid: 132 | 2 } 
{ key: 1016, pid: 1185 | 6 } 
{ key: 1017, pid: 538 | 2 } 
{ key: 1019, pid: 1030 | 4 } 
{ key: 1020, pid: 315 | 8 } 
{ key: 1021, pid: 1250 | 2 } 
{ key: 1022, pid: 1292 | 3 } 
{ key: 1023, pid: 254 | 8 } 
{ key: 1024, pid: 1193 | 6 } 
{ key: 1025, pid: 1189 | 7 } 
{ key: 1026, pid: 602 | 1 } 
{ key: 1027, pid: 1220 | 3 } 
{ key: 1028, pid: 1339 | 3 } 
{ key: 1030, pid: 1200 | 5 } 
{ key: 1032, pid: 301 | 1 } 
{ key: 1034, pid: 739 | 8 } 
{ key: 1035, pid: 113 | 0 } 
{ key: 1036, pid: 872 | 7 } 
{ key: 1037, pid: 770 | 3 } 
{ key: 1039, pid: 1150 | 8 } 
{ key: 1040, pid: 812 | 0 } 
{ key: 1044, pid: 1132 | 6 } 
{ key: 1045, pid: 283 | 5 } 
{ key: 1049, pid: 504 | 1 } 
{ key: 1050, pid: 835 | 2 } 
{ key: 1051, pid: 130 | 0 } 
{ key: 1052, pid: 266 | 0 } 
{ key: 1053, pid: 901 | 8 } 
{ key: 1054, pid: 948 | 3 } 
{ key: 1056, pid: 60 | 6 } 
{ key: 1057, pid: 1175 | 4 } 
{ key: 1058, pid: 498 | 2 } 
{ key: 1059, pid: 13 | 3 } 
{ key: 1061, pid: 1220 | 6 } 
{ key: 1062, pid: 573 | 1 } 
{ key: 1063, pid: 260 | 2 } 
{ key: 1064, pid: 113 | 6 } 
{ key: 1066, pid: 435 | 1 } 
{ key: 1067, pid: 758 | 7 } 
{ key: 1068, pid: 265 | 8 } 
{ key: 1070, pid: 297 | 2 } 
{ key: 1072, pid: 757 | 2 } 
{ key: 1073, pid: 732 | 4 } 
{ key: 1075, pid: 1139 | 1 } 
{ key: 1078, pid: 1267 | 0 } 
{ key: 1079, pid: 491 | 2 } 
{ key: 1080, pid: 747 | 1 } 
{ key: 1082, pid: 684 | 3 } 
{ key: 1084, pid: 346 | 2 } 
{ key: 1085, pid: 1082 | 8 } 
{ key: 1086, pid: 654 | 8 } 
{ key: 1087, pid: 130 | 2 } 
{ key: 1088, pid: 886 | 4 } 
{ key: 1090, pid: 763 | 6 } 
{ key: 1092, pid: 743 | 7 } 
{ key: 1093, pid: 597 | 4 } 
{ key: 1095, pid: 213 | 0 } 
{ key: 1096, pid: 586 | 2 } 
{ key: 1097, pid: 1058 | 5 } 
{ key: 1098, pid: 140 | 0 } 
{ key: 1099, pid: 660 | 6 } 
{ key: 1100, pid: 629 | 1 } 
{ key: 1101, pid: 589 | 8 } 
{ key: 1104, pid: 227 | 2 } 
{ key: 1105, pid: 654 | 0 } 
{ key: 1106, pid: 168 | 3 } 
{ key: 1108, pid: 1027 | 5 } 
{ key: 1109, pid: 1283 | 1 } 
{ key: 1110, pid: 1203 | 1 } 
{ key: 1111, pid: 557 | 7 } 
{ key: 1113, pid: 450 | 1 } 
{ key: 1114, pid: 976 | 4 } 
{ key: 1115, pid: 371 | 4 } 
{ key: 1116, pid: 633 | 5 } 
{ key: 1117, pid: 1034 | 2 } 
{ key: 1118, pid: 1302 | 7 } 
{ key: 1119, pid: 401 | 1 } 
{ key: 1120, pid: 1310 | 2 } 
{ key: 1121, pid: 219 | 2 } 
{ key: 1122, pid: 1050 | 3 } 
{ key: 1123, pid: 415 | 0 } 
{ key: 1125, pid: 955 | 4 } 
{ key: 1126, pid: 1087 | 3 } 
{ key: 1127, pid: 1129 | 0 } 
{ key: 1129, pid: 322 | 1 } 
{ key: 1130, pid: 1302 | 1 } 
{ key: 1131, pid: 703 | 5 } 
{ key: 1132, pid: 654 | 2 } 
{ key: 1133, pid: 245 | 0 } 
{ key: 1135, pid: 518 | 1 } 
{ key: 1136, pid: 91 | 6 } 
{ key: 1138, pid: 590 | 4 } 
{ key: 1140, pid: 1136 | 1 } 
{ key: 1141, pid: 1215 | 1 } 
{ key: 1143, pid: 820 | 3 } 
{ key: 1144, pid: 1207 | 5 } 
{ key: 1146, pid: 915 | 1 } 
{ key: 1148, pid: 575 | 7 } 
{ key: 1149, pid: 1065 | 3 } 
{ key: 1150, pid: 518 | 3 } 
{ key: 1151, pid: 168 | 4 } 
{ key: 1152, pid: 678 | 0 } 
{ key: 1154, pid: 1156 | 5 } 
{ key: 1156, pid: 293 | 1 } 
{ key: 1157, pid: 1238 | 6 } 
{ key: 1158, pid: 472 | 7 } 
{ key: 1159, pid: 519 | 3 } 
{ key: 1160, pid: 12 | 3 } 
{ key: 1161, pid: 56 | 4 } 
{ key: 1163, pid: 1344 | 7 } 
{ key: 1166, pid: 635 | 0 } 
{ key: 1167, pid: 268 | 3 } 
{ key: 1169, pid: 859 | 0 } 
{ key: 1170, pid: 35 | 3 } 
{ key: 1171, pid: 773 | 2 } 
{ key: 1173, pid: 926 | 6 } 
{ key: 1174, pid: 56 | 5 } 
{ key: 1175, pid: 154 | 5 } 
{ key: 1176, pid: 1136 | 8 } 
{ key: 1177, pid: 902 | 7 } 
{ key: 1178, pid: 1130 | 6 } 
{ key: 1179, pid: 888 | 1 } 
{ key: 1181, pid: 772 | 2 } 
{ key: 1182, pid: 28 | 7 } 
{ key: 1184, pid: 1134 | 7 } 
{ key: 1185, pid: 35 | 2 } 
{ key: 1187, pid: 305 | 7 } 
{ key: 1189, pid: 1322 | 6 } 
{ key: 1190, pid: 761 | 2 } 
{ key: 1191, pid: 1279 | 3 } 
{ key: 1193, pid: 1036 | 0 } 
{ key: 1194, pid: 638 | 2 } 
{ key: 1195, pid: 373 | 6 } 
{ key: 1196, pid: 740 | 4 } 
{ key: 1199, pid: 728 | 0 } 
{ key: 1201, pid: 1311 | 1 } 
{ key: 1202, pid: 888 | 5 } 
{ key: 1203, pid: 1194 | 6 } 
{ key: 1204, pid: 1133 | 3 } 
{ key: 1205, pid: 250 | 4 } 
{ key: 1207, pid: 750 | 7 } 
{ key: 1208, pid: 737 | 3 } 
{ key: 1213, pid: 746 | 8 } 
{ key: 1214, pid: 7 | 6 } 
{ key: 1215, pid: 1008 | 1 } 
{ key: 1216, pid: 986 | 5 } 
{ key: 1217, pid: 416 | 3 } 
{ key: 1218, pid: 493 | 4 } 
{ key: 1219, pid: 120 | 0 } 
{ key: 1220, pid: 462 | 0 } 
{ key: 1222, pid: 780 | 1 } 
{ key: 1223, pid: 1227 | 2 } 
{ key: 1224, pid: 192 | 4 } 
{ key: 1226, pid: 769 | 8 } 
{ key: 1227, pid: 393 | 7 } 
{ key: 1228, pid: 1027 | 6 } 
{ key: 1229, pid: 1358 | 0 } 
{ key: 1231, pid: 551 | 8 } 
{ key: 1232, pid: 1341 | 8 } 
{ key: 1234, pid: 448 | 1 } 
{ key: 1235, pid: 363 | 4 } 
{ key: 1236, pid: 910 | 7 } 
{ key: 1237, pid: 422 | 7 } 
{ key: 1240, pid: 727 | 0 } 
{ key: 1245, pid: 1285 | 3 } 
{ key: 1247, pid: 1008 | 5 } 
{ key: 1248, pid: 676 | 4 } 
{ key: 1249, pid: 101 | 8 } 
{ key: 1252, pid: 1232 | 2 } 
{ key: 1253, pid: 308 | 2 } 
{ key: 1254, pid: 726 | 7 } 
{ key: 1255, pid: 957 | 0 } 
{ key: 1256, pid: 1087 | 2 } 
{ key: 1257, pid: 483 | 0 } 
{ key: 1258, pid: 1176 | 3 } 
{ key: 1259, pid: 238 | 6 } 
{ key: 1260, pid: 60 | 3 } 
{ key: 1261, pid: 769 | 1 } 
{ key: 1262, pid: 311 | 3 } 
{ key: 1264, pid: 392 | 4 } 
{ key: 1265, pid: 1015 | 5 } 
{ key: 1266, pid: 21 | 3 } 
{ key: 1267, pid: 861 | 8 } 
{ key: 1268, pid: 978 | 5 } 
{ key: 1270, pid: 3 | 1 } 
{ key: 1272, pid: 715 | 1 } 
{ key: 1273, pid: 1012 | 3 } 
{ key: 1274, pid: 73 | 7 } 
{ key: 1282, pid: 1330 | 7 } 
{ key: 1288, pid: 0 | 8 } 
{ key: 1291, pid: 87 | 0 } 
{ key: 1292, pid: 1165 | 2 } 
{ key: 1293, pid: 991 | 7 } 
{ key: 1294, pid: 689 | 1 } 
{ key: 1296, pid: 847 | 7 } 
{ key: 1298, pid: 906 | 5 } 
{ key: 1303, pid: 63 | 1 } 
{ key: 1307, pid: 1353 | 3 } 
{ key: 1309, pid: 1154 | 6 } 
{ key: 1311, pid: 67 | 0 } 
{ key: 1312, pid: 439 | 6 } 
{ key: 1313, pid: 269 | 4 } 
{ key: 1316, pid: 1243 | 1 } 
{ key: 1317, pid: 1009 | 1 } 
{ key: 1318, pid: 875 | 8 } 
{ key: 1320, pid: 981 | 8 } 
{ key: 1323, pid: 12 | 8 } 
{ key: 1324, pid: 1097 | 5 } 
{ key: 1327, pid: 236 | 3 } 
{ key: 1329, pid: 6 | 8 } 
{ key: 1331, pid: 1230 | 7 } 
{ key: 1335, pid: 337 | 5 } 
{ key: 1336, pid: 62 | 6 } 
{ key: 1337, pid: 264 | 8 } 
{ key: 1338, pid: 222 | 0 } 
{ key: 1339, pid: 560 | 0 } 
{ key: 1341, pid: 246 | 6 } 
{ key: 1345, pid: 1059 | 0 } 
{ key: 1346, pid: 1262 | 8 } 
{ key: 1348, pid: 800 | 5 } 
{ key: 1349, pid: 581 | 5 } 
{ key: 1351, pid: 608 | 1 } 
{ key: 1353, pid: 624 | 1 } 
{ key: 1354, pid: 208 | 4 } 
{ key: 1355, pid: 406 | 5 } 
{ key: 1356, pid: 1263 | 3 } 
{ key: 1357, pid: 635 | 6 } 
{ key: 1358, pid: 10 | 7 } 
{ key: 1359, pid: 370 | 5 } 
{ key: 1361, pid: 100 | 1 } 
{ key: 1362, pid: 1288 | 1 } 
{ key: 1363, pid: 393 | 3 } 
{ key: 1365, pid: 1267 | 7 } 
{ key: 1366, pid: 745 | 2 } 
{ key: 1367, pid: 932 | 4 } 
{ key: 1368, pid: 353 | 6 } 
{ key: 1369, pid: 921 | 2 } 
{ key: 1370, pid: 563 | 2 } 
{ key: 1371, pid: 1141 | 1 } 
{ key: 1372, pid: 1092 | 1 } 
{ key: 1374, pid: 497 | 6 } 
{ key: 1378, pid: 231 | 3 } 
{ key: 1379, pid: 143 | 8 } 
{ key: 1381, pid: 515 | 7 } 
{ key: 1382, pid: 614 | 8 } 
{ key: 1383, pid: 604 | 0 } 
{ key: 1385, pid: 83 | 2 } 
{ key: 1386, pid: 77 | 6 } 
{ key: 1387, pid: 415 | 3 } 
{ key: 1388, pid: 215 | 5 } 
{ key: 1389, pid: 843 | 3 } 
{ key: 1390, pid: 517 | 4 } 
{ key: 1393, pid: 124 | 0 } 
{ key: 1394, pid: 554 | 4 } 
{ key: 1395, pid: 999 | 3 } 
{ key: 1396, pid: 797 | 0 } 
{ key: 1397, pid: 1322 | 0 } 
{ key: 1399, pid: 1216 | 7 } 
{ key: 1400, pid: 913 | 1 } 
{ key: 1401, pid: 1090 | 3 } 
{ key: 1402, pid: 296 | 8 } 
{ key: 1406, pid: 1354 | 3 } 
{ key: 1407, pid: 1187 | 7 } 
{ key: 1408, pid: 40 | 2 } 
{ key: 1410, pid: 402 | 7 } 
{ key: 1411, pid: 57 | 0 } 
{ key: 1413, pid: 905 | 0 } 
{ key: 1415, pid: 907 | 2 } 
{ key: 1416, pid: 139 | 7 } 
{ key: 1418, pid: 155 | 0 } 
{ key: 1419, pid: 596 | 8 } 
{ key: 1420, pid: 513 | 0 } 
{ key: 1421, pid: 1072 | 7 } 
{ key: 1422, pid: 288 | 3 } 
{ key: 1423, pid: 1143 | 0 } 
{ key: 1428, pid: 375 | 7 } 
{ key: 1429, pid: 452 | 2 } 
{ key: 1430, pid: 174 | 2 } 
{ key: 1431, pid: 974 | 7 } 
{ key: 1432, pid: 967 | 8 } 
{ key: 1433, pid: 317 | 7 } 
{ key: 1435, pid: 653 | 0 } 
{ key: 1436, pid: 350 | 7 } 
{ key: 1438, pid: 243 | 3 } 
{ key: 1439, pid: 1006 | 3 } 
{ key: 1441, pid: 11 | 2 } 
{ key: 1443, pid: 841 | 5 } 
{ key: 1444, pid: 837 | 7 } 
{ key: 1446, pid: 189 | 8 } 
{ key: 1447, pid: 153 | 3 } 
{ key: 1448, pid: 1009 | 5 } 
{ key: 1449, pid: 772 | 7 } 
{ key: 1450, pid: 862 | 7 } 
{ key: 1451, pid: 139 | 4 } 
{ key: 1452, pid: 1257 | 8 } 
{ key: 1455, pid: 825 | 5 } 
{ key: 1457, pid: 283 | 8 } 
{ key: 1458, pid: 1156 | 3 } 
{ key: 1459, pid: 64 | 8 } 
{ key: 1460, pid: 1055 | 6 } 
{ key: 1461, pid: 1039 | 1 } 
{ key: 1462, pid: 667 | 3 } 
{ key: 1465, pid: 176 | 5 } 
{ key: 1466, pid: 107 | 1 } 
{ key: 1471, pid: 51 | 4 } 
{ key: 1472, pid: 128 | 3 } 
{ key: 1474, pid: 790 | 1 } 
{ key: 1475, pid: 972 | 1 } 
{ key: 1477, pid: 103 | 3 } 
{ key: 1480, pid: 907 | 6 } 
{ key: 1481, pid: 925 | 5 } 
{ key: 1482, pid: 1165 | 5 } 
{ key: 1483, pid: 1055 | 5 } 
{ key: 1484, pid: 99 | 8 } 
{ key: 1487, pid: 1354 | 2 } 
{ key: 1488, pid: 893 | 7 } 
{ key: 1489, pid: 507 | 7 } 
{ key: 1490, pid: 1052 | 8 } 
{ key: 1491, pid: 315 | 3 } 
{ key: 1495, pid: 1207 | 4 } 
{ key: 1499, pid: 604 | 7 } 
{ key: 1500, pid: 106 | 8 } 
{ key: 1501, pid: 833 | 8 } 
{ key: 1502, pid: 487 | 8 } 
{ key: 1503, pid: 138 | 0 } 
{ key: 1504, pid: 780 | 2 } 
{ key: 1506, pid: 1342 | 1 } 
{ key: 1507, pid: 90 | 2 } 
{ key: 1508, pid: 615 | 1 } 
{ key: 1509, pid: 39 | 0 } 
{ key: 1511, pid: 716 | 0 } 
{ key: 1512, pid: 752 | 6 } 
{ key: 1514, pid: 584 | 4 } 
{ key: 1516, pid: 1319 | 4 } 
{ key: 1517, pid: 287 | 4 } 
{ key: 1519, pid: 852 | 1 } 
{ key: 1521, pid: 1346 | 1 } 
{ key: 1522, pid: 632 | 0 } 
{ key: 1523, pid: 674 | 5 } 
{ key: 1524, pid: 203 | 5 } 
{ key: 1525, pid: 766 | 5 } 
{ key: 1526, pid: 544 | 7 } 
{ key: 1528, pid: 462 | 2 } 
{ key: 1530, pid: 108 | 1 } 
{ key: 1531, pid: 819 | 3 } 
{ key: 1532, pid: 1170 | 6 } 
{ key: 1533, pid: 1234 | 3 } 
{ key: 1534, pid: 759 | 7 } 
{ key: 1535, pid: 350 | 8 } 
{ key: 1536, pid: 192 | 3 } 
{ key: 1537, pid: 1223 | 2 } 
{ key: 1538, pid: 263 | 1 } 
{ key: 1539, pid: 59 | 7 } 
{ key: 1541, pid: 640 | 8 } 
{ key: 1542, pid: 1302 | 8 } 
{ key: 1543, pid: 536 | 2 } 
{ key: 1544, pid: 849 | 5 } 
{ key: 1545, pid: 694 | 0 } 
{ key: 1546, pid: 815 | 6 } 
{ key: 1548, pid: 313 | 3 } 
{ key: 1551, pid: 844 | 7 } 
{ key: 1552, pid: 269 | 0 } 
{ key: 1553, pid: 461 | 5 } 
{ key: 1554, pid: 745 | 8 } 
{ key: 1555, pid: 665 | 1 } 
{ key: 1556, pid: 581 | 4 } 
{ key: 1557, pid: 1157 | 6 } 
{ key: 1558, pid: 1063 | 6 } 
{ key: 1559, pid: 399 | 2 } 
{ key: 1560, pid: 1213 | 7 } 
{ key: 1561, pid: 255 | 5 } 
{ key: 1563, pid: 282 | 8 } 
{ key: 1566, pid: 529 | 7 } 
{ key: 1567, pid: 1213 | 1 } 
{ key: 1568, pid: 564 | 8 } 
{ key: 1569, pid: 1284 | 4 } 
{ key: 1570, pid: 78 | 4 } 
{ key: 1572, pid: 494 | 4 } 
{ key: 1574, pid: 92 | 7 } 
{ key: 1575, pid: 388 | 5 } 
{ key: 1577, pid: 570 | 7 } 
{ key: 1578, pid: 1289 | 8 } 
{ key: 1579, pid: 1014 | 4 } 
{ key: 1580, pid: 303 | 7 } 
{ key: 1581, pid: 1113 | 0 } 
{ key: 1582, pid: 325 | 1 } 
{ key: 1584, pid: 329 | 1 } 
{ key: 1585, pid: 386 | 4 } 
{ key: 1586, pid: 1068 | 6 } 
{ key: 1587, pid: 1232 | 8 } 
{ key: 1588, pid: 905 | 8 } 
{ key: 1589, pid: 1137 | 1 } 
{ key: 1590, pid: 355 | 8 } 
{ key: 1591, pid: 24 | 3 } 
{ key: 1594, pid: 889 | 5 } 
{ key: 1596, pid: 577 | 2 } 
{ key: 1597, pid: 774 | 6 } 
{ key: 1598, pid: 954 | 1 } 
{ key: 1599, pid: 928 | 2 } 
{ key: 1600, pid: 1021 | 4 } 
{ key: 1601, pid: 286 | 3 } 
{ key: 1603, pid: 95 | 0 } 
{ key: 1604, pid: 1072 | 0 } 
{ key: 1605, pid: 762 | 5 } 
{ key: 1606, pid: 245 | 7 } 
{ key: 1607, pid: 698 | 0 } 
{ key: 1608, pid: 313 | 2 } 
{ key: 1610, pid: 97 | 6 } 
{ key: 1611, pid: 845 | 2 } 
{ key: 1612, pid: 769 | 0 } 
{ key: 1613, pid: 418 | 8 } 
{ key: 1614, pid: 1249 | 6 } 
{ key: 1616, pid: 936 | 4 } 
{ key: 1620, pid: 1282 | 8 } 
{ key: 1621, pid: 1171 | 5 } 
{ key: 1623, pid: 1182 | 2 } 
{ key: 1625, pid: 746 | 2 } 
{ key: 1626, pid: 1147 | 3 } 
{ key: 1628, pid: 259 | 7 } 
{ key: 1629, pid: 434 | 7 } 
{ key: 1631, pid: 1152 | 5 } 
{ key: 1632, pid: 837 | 6 } 
{ key: 1633, pid: 784 | 5 } 
{ key: 1634, pid: 1316 | 2 } 
{ key: 1635, pid: 67 | 8 } 
{ key: 1636, pid: 794 | 1 } 
{ key: 1637, pid: 41 | 0 } 
{ key: 1638, pid: 565 | 7 } 
{ key: 1639, pid: 981 | 5 } 
{ key: 1640, pid: 838 | 4 } 
{ key: 1641, pid: 37 | 5 } 
{ key: 1642, pid: 823 | 5 } 
{ key: 1643, pid: 493 | 6 } 
{ key: 1644, pid: 69 | 2 } 
{ key: 1645, pid: 995 | 6 } 
{ key: 1646, pid: 30 | 1 } 
{ key: 1647, pid: 1318 | 0 } 
{ key: 1649, pid: 621 | 2 } 
{ key: 1650, pid: 2 | 7 } 
{ key: 1651, pid: 514 | 7 } 
{ key: 1652, pid: 307 | 8 } 
{ key: 1653, pid: 6 | 0 } 
{ key: 1654, pid: 1061 | 3 } 
{ key: 1655, pid: 272 | 4 } 
{ key: 1658, pid: 953 | 4 } 
{ key: 1659, pid: 1186 | 0 } 
{ key: 1660, pid: 1106 | 7 } 
{ key: 1661, pid: 1131 | 6 } 
{ key: 1662, pid: 1170 | 2 } 
{ key: 1663, pid: 341 | 6 } 
{ key: 1664, pid: 449 | 5 } 
{ key: 1665, pid: 453 | 8 } 
{ key: 1666, pid: 509 | 6 } 
{ key: 1668, pid: 789 | 7 } 
{ key: 1669, pid: 1214 | 5 } 
{ key: 1670, pid: 315 | 5 } 
{ key: 1671, pid: 710 | 6 } 
{ key: 1674, pid: 214 | 6 } 
{ key: 1675, pid: 273 | 1 } 
{ key: 1676, pid: 460 | 6 } 
{ key: 1677, pid: 403 | 4 } 
{ key: 1678, pid: 117 | 8 } 
{ key: 1679, pid: 650 | 6 } 
{ key: 1682, pid: 1348 | 1 } 
{ key: 1683, pid: 879 | 8 } 
{ key: 1685, pid: 748 | 5 } 
{ key: 1687, pid: 48 | 5 } 
{ key: 1689, pid: 121 | 1 } 
{ key: 1691, pid: 258 | 2 } 
{ key: 1692, pid: 1216 | 5 } 
{ key: 1693, pid: 1092 | 8 } 
{ key: 1694, pid: 437 | 2 } 
{ key: 1695, pid: 977 | 3 } 
{ key: 1696, pid: 1197 | 2 } 
{ key: 1698, pid: 1304 | 0 } 
{ key: 1699, pid: 28 | 2 } 
{ key: 1702, pid: 919 | 5 } 
{ key: 1704, pid: 1070 | 8 } 
{ key: 1705, pid: 876 | 7 } 
{ key: 1706, pid: 67 | 4 } 
{ key: 1707, pid: 321 | 6 } 
{ key: 1710, pid: 1121 | 7 } 
{ key: 1712, pid: 456 | 4 } 
{ key: 1713, pid: 572 | 7 } 
{ key: 1714, pid: 256 | 6 } 
{ key: 1715, pid: 107 | 2 } 
{ key: 1716, pid: 544 | 3 } 
{ key: 1717, pid: 1224 | 6 } 
{ key: 1718, pid: 59 | 0 } 
{ key: 1719, pid: 114 | 4 } 
{ key: 1721, pid: 1309 | 4 } 
{ key: 1723, pid: 99 | 1 } 
{ key: 1725, pid: 1295 | 4 } 
{ key: 1727, pid: 1042 | 7 } 
{ key: 1728, pid: 1156 | 0 } 
{ key: 1729, pid: 1271 | 5 } 
{ key: 1730, pid: 631 | 2 } 
{ key: 1732, pid: 69 | 8 } 
{ key: 1734, pid: 309 | 2 } 
{ key: 1736, pid: 932 | 2 } 
{ key: 1737, pid: 892 | 0 } 
{ key: 1738, pid: 679 | 7 } 
{ key: 1739, pid: 183 | 6 } 
{ key: 1740, pid: 409 | 0 } 
{ key: 1742, pid: 105 | 4 } 
{ key: 1743, pid: 478 | 3 } 
{ key: 1744, pid: 43 | 2 } 
{ key: 1745, pid: 874 | 5 } 
{ key: 1746, pid: 642 | 4 } 
{ key: 1747, pid: 425 | 0 } 
{ key: 1748, pid: 246 | 3 } 
{ key: 1749, pid: 1023 | 5 } 
{ key: 1750, pid: 1291 | 0 } 
{ key: 1752, pid: 1219 | 5 } 
{ key: 1754, pid: 84 | 7 } 
{ key: 1755, pid: 1331 | 2 } 
{ key: 1756, pid: 864 | 4 } 
{ key: 1758, pid: 703 | 6 } 
{ key: 1760, pid: 176 | 1 } 
{ key: 1761, pid: 740 | 1 } 
{ key: 1762, pid: 1070 | 5 } 
{ key: 1763, pid: 46 | 8 } 
{ key: 1764, pid: 122 | 8 } 
{ key: 1765, pid: 10 | 4 } 
{ key: 1767, pid: 1360 | 7 } 
{ key: 1768, pid: 778 | 3 } 
{ key: 1770, pid: 1133 | 5 } 
{ key: 1771, pid: 1050 | 2 } 
{ key: 1773, pid: 363 | 5 } 
{ key: 1774, pid: 76 | 0 } 
{ key: 1775, pid: 1227 | 4 } 
{ key: 1776, pid: 1245 | 2 } 
{ key: 1777, pid: 785 | 3 } 
{ key: 1778, pid: 1360 | 8 } 
{ key: 1781, pid: 491 | 7 } 
{ key: 1782, pid: 930 | 4 } 
{ key: 1783, pid: 888 | 3 } 
{ key: 1785, pid: 1278 | 5 } 
{ key: 1788, pid: 248 | 6 } 
{ key: 1789, pid: 643 | 7 } 
{ key: 1791, pid: 887 | 2 } 
{ key: 1792, pid: 1285 | 0 } 
{ key: 1795, pid: 787 | 1 } 
{ key: 1796, pid: 1051 | 8 } 
{ key: 1797, pid: 927 | 7 } 
{ key: 1799, pid: 1100 | 6 } 
{ key: 1800, pid: 1350 | 8 } 
{ key: 1804, pid: 174 | 3 } 
{ key: 1805, pid: 229 | 3 } 
{ key: 1807, pid: 677 | 4 } 
{ key: 1808, pid: 1363 | 8 } 
{ key: 1809, pid: 51 | 1 } 
{ key: 1810, pid: 1030 | 1 } 
{ key: 1812, pid: 1204 | 5 } 
{ key: 1813, pid: 632 | 5 } 
{ key: 1814, pid: 1328 | 4 } 
{ key: 1815, pid: 1201 | 3 } 
{ key: 1817, pid: 1339 | 0 } 
{ key: 1818, pid: 923 | 8 } 
{ key: 1819, pid: 295 | 5 } 
{ key: 1822, pid: 394 | 4 } 
{ key: 1823, pid: 1004 | 5 } 
{ key: 1824, pid: 559 | 6 } 
{ key: 1825, pid: 138 | 6 } 
{ key: 1826, pid: 59 | 5 } 
{ key: 1828, pid: 803 | 4 } 
{ key: 1830, pid: 563 | 3 } 
{ key: 1831, pid: 561 | 0 } 
{ key: 1832, pid: 1229 | 5 } 
{ key: 1833, pid: 804 | 8 } 
{ key: 1834, pid: 1053 | 7 } 
{ key: 1835, pid: 5 | 0 } 
{ key: 1836, pid: 713 | 0 } 
{ key: 1837, pid: 497 | 2 } 
{ key: 1838, pid: 898 | 0 } 
{ key: 1840, pid: 778 | 1 } 
{ key: 1845, pid: 1296 | 1 } 
{ key: 1850, pid: 1168 | 3 } 
{ key: 1851, pid: 234 | 8 } 
{ key: 1852, pid: 1051 | 0 } 
{ key: 1853, pid: 402 | 3 } 
{ key: 1855, pid: 162 | 3 } 
{ key: 1856, pid: 960 | 6 } 
{ key: 1857, pid: 910 | 5 } 
{ key: 1858, pid: 1180 | 7 } 
{ key: 1859, pid: 1022 | 3 } 
{ key: 1860, pid: 1050 | 6 } 
{ key: 1862, pid: 1230 | 0 } 
{ key: 1864, pid: 296 | 0 } 
{ key: 1865, pid: 1069 | 5 } 
{ key: 1867, pid: 981 | 6 } 
{ key: 1868, pid: 1057 | 8 } 
{ key: 1870, pid: 960 | 1 } 
{ key: 1871, pid: 508 | 5 } 
{ key: 1872, pid: 326 | 8 } 
{ key: 1873, pid: 377 | 3 } 
{ key: 1874, pid: 1208 | 5 } 
{ key: 1876, pid: 62 | 2 } 
{ key: 1878, pid: 1209 | 6 } 
{ key: 1879, pid: 901 | 1 } 
{ key: 1880, pid: 119 | 0 } 
{ key: 1881, pid: 337 | 2 } 
{ key: 1882, pid: 378 | 4 } 
{ key: 1883, pid: 375 | 2 } 
{ key: 1885, pid: 92 | 5 } 
{ key: 1886, pid: 966 | 7 } 
{ key: 1890, pid: 993 | 7 } 
{ key: 1891, pid: 912 | 3 } 
{ key: 1893, pid: 1001 | 7 } 
{ key: 1894, pid: 469 | 4 } 
{ key: 1895, pid: 202 | 4 } 
{ key: 1896, pid: 105 | 0 } 
{ key: 1899, pid: 352 | 2 } 
{ key: 1900, pid: 1269 | 6 } 
{ key: 1907, pid: 196 | 0 } 
{ key: 1910, pid: 644 | 2 } 
{ key: 1911, pid: 290 | 4 } 
{ key: 1913, pid: 64 | 3 } 
{ key: 1914, pid: 494 | 1 } 
{ key: 1916, pid: 1157 | 3 } 
{ key: 1917, pid: 1110 | 1 } 
{ key: 1918, pid: 116 | 0 } 
{ key: 1919, pid: 564 | 6 } 
{ key: 1920, pid: 807 | 8 } 
{ key: 1921, pid: 418 | 7 } 
{ key: 1922, pid: 736 | 6 } 
